hotel;arrival_date_year;arrival_date_month;arrival_date_week_number;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;reserved_room_type;assigned_room_type;deposit_type;reservation_status;reservation_status_date;last_updated
Resort Hotel;2015;July;28;7;0;4;3;2;0;BB;ESP;H;H;No Deposit;Check-Out;11/07/2015;
Resort Hotel;2015;July;28;7;0;4;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;11/07/2015;
Resort Hotel;2015;July;28;7;0;4;3;0;0;HB;USA;D;E;No Deposit;Check-Out;11/07/2015;
Resort Hotel;2015;July;28;7;0;4;2;0;0;BB;NLD;A;A;No Deposit;Check-Out;11/07/2015;
Resort Hotel;2015;July;28;7;0;5;2;0;0;HB;PRT;A;A;No Deposit;Canceled;28/05/2015;
Resort Hotel;2015;July;28;7;2;5;2;0;0;HB;PRT;E;E;No Deposit;Canceled;13/04/2015;
Resort Hotel;2015;July;28;7;2;5;2;0;0;BB;IRL;D;D;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;28;7;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;25/03/2015;
Resort Hotel;2015;July;28;7;4;10;2;0;0;HB;IRL;D;D;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;28;8;0;3;2;0;0;BB;GBR;E;E;No Deposit;Check-Out;11/07/2015;
Resort Hotel;2015;July;28;8;0;4;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;8;0;4;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;8;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;28/05/2015;
Resort Hotel;2015;July;28;8;0;4;2;0;0;BB;ESP;D;D;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;8;0;4;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;8;0;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;29/06/2015;
Resort Hotel;2015;July;28;8;0;1;1;0;0;BB;PRT;A;A;No Deposit;Check-Out;09/07/2015;
Resort Hotel;2015;July;28;8;0;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;08/07/2015;
Resort Hotel;2015;July;28;8;0;1;2;0;0;BB;PRT;A;A;No Deposit;Canceled;08/07/2015;
Resort Hotel;2015;July;28;8;0;2;2;0;0;BB;CHE;A;F;No Deposit;Check-Out;10/07/2015;
Resort Hotel;2015;July;28;8;1;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;28/05/2015;
Resort Hotel;2015;July;28;8;2;4;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;28;8;2;5;2;1;0;HB;PRT;D;D;No Deposit;Canceled;15/04/2015;
Resort Hotel;2015;July;28;8;2;5;2;0;0;BB;GBR;E;F;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;8;2;5;2;0;0;HB;GBR;D;D;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;8;2;5;2;0;0;HB;PRT;E;E;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;8;2;6;3;0;0;BB;IRL;A;A;No Deposit;Check-Out;16/07/2015;
Resort Hotel;2015;July;28;8;2;7;3;0;0;BB;DNK;E;E;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;8;2;7;2;0;0;BB;DNK;E;E;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;9;0;1;2;2;0;BB;PRT;C;C;No Deposit;Check-Out;10/07/2015;
Resort Hotel;2015;July;28;9;0;2;3;0;0;BB;ARG;A;C;No Deposit;Check-Out;11/07/2015;
Resort Hotel;2015;July;28;9;0;2;2;2;0;BB;PRT;H;G;No Deposit;Check-Out;11/07/2015;
Resort Hotel;2015;July;28;9;0;3;2;0;0;BB;PRT;D;D;No Deposit;Canceled;02/06/2015;
Resort Hotel;2015;July;28;9;0;3;2;2;0;BB;PRT;C;C;No Deposit;Canceled;16/06/2015;
Resort Hotel;2015;July;28;9;0;3;2;2;0;BB;PRT;G;G;No Deposit;Canceled;16/06/2015;
Resort Hotel;2015;July;28;9;0;3;2;0;1;BB;PRT;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;9;1;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;23/06/2015;
Resort Hotel;2015;July;28;9;1;3;2;0;0;BB;PRT;A;A;No Deposit;Canceled;27/06/2015;
Resort Hotel;2015;July;28;9;1;3;1;0;0;BB;RUS;A;A;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;28;9;2;3;2;0;0;BB;SWE;A;A;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;28;10;1;2;2;0;0;BB;GBR;C;C;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;28;10;1;2;2;0;0;BB;AUS;A;C;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;28;10;1;2;2;0;0;BB;GBR;E;E;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;28;10;2;2;2;0;0;FB;PRT;F;F;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;28;10;2;2;2;0;0;FB;PRT;F;F;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;28;10;2;3;2;0;0;BB;PRT;E;E;No Deposit;Canceled;29/06/2015;
Resort Hotel;2015;July;28;10;2;3;2;0;0;BB;POL;A;A;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;10;2;3;2;0;2;HB;PRT;C;C;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;10;2;3;2;2;0;BB;EST;G;G;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;0;0;HB;PRT;D;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;0;0;HB;PRT;D;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;0;0;HB;PRT;E;E;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;5;1;0;0;HB;RUS;E;E;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;1;0;HB;GBR;F;F;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;1;1;FB;PRT;C;C;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;6;3;1;0;BB;PRT;C;C;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;28;10;2;7;2;0;0;BB;IRL;A;A;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;28;10;3;7;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;28;10;4;7;2;0;1;BB;GBR;F;F;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;28;10;4;9;2;0;0;BB;DNK;C;C;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;1;0;HB;GBR;D;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;10;2;5;2;0;0;HB;GBR;F;F;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;11;2;3;2;1;0;HB;PRT;A;A;No Deposit;Canceled;29/05/2015;
Resort Hotel;2015;July;28;11;2;3;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;16/07/2015;
Resort Hotel;2015;July;28;11;2;4;2;0;1;BB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;11;2;4;2;0;0;BB;PRT;E;E;No Deposit;Canceled;08/06/2015;
Resort Hotel;2015;July;28;11;2;4;3;0;0;HB;PRT;D;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;11;2;4;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;28;11;2;5;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;28;11;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;22/04/2015;
Resort Hotel;2015;July;28;11;2;2;2;0;0;BB;GBR;E;E;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;11;2;2;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;11;2;2;2;0;0;BB;CZE;E;E;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;28;11;0;1;1;0;0;BB;GBR;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;11;0;1;2;0;0;HB;DEU;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;11;0;1;2;0;0;BB;ESP;G;G;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;11;0;1;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;28;11;1;1;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;28;11;1;1;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;28;11;1;1;2;0;0;BB;ROU;C;C;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;28;11;2;1;2;0;0;BB;PRT;E;F;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;28;11;2;1;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;28;11;2;5;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;28;11;2;5;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;28;11;2;6;2;0;0;BB;PRT;D;D;No Deposit;Canceled;19/05/2015;
Resort Hotel;2015;July;28;11;2;6;2;2;0;HB;PRT;G;G;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;28;11;4;6;2;0;0;HB;PRT;E;E;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;28;11;2;5;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;28;11;2;5;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;29;12;1;0;2;2;0;BB;CN;G;G;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;29;12;1;0;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;29;12;2;4;2;1;0;BB;PRT;A;A;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;29;12;2;4;2;0;0;BB;PRT;A;A;No Deposit;Canceled;12/05/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;BRA;D;D;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;12/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;1;HB;ESP;D;D;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;3;1;0;BB;PRT;C;C;No Deposit;Canceled;29/06/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;1;FB;PRT;A;A;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;PRT;E;E;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;GBR;D;D;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;HB;PRT;A;A;No Deposit;Canceled;03/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;GBR;D;D;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;ESP;E;E;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;3;5;2;0;0;BB;PRT;E;E;No Deposit;Canceled;19/06/2015;
Resort Hotel;2015;July;29;12;4;5;2;0;0;HB;FRA;A;A;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;29;12;4;5;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;29;12;4;7;2;0;0;BB;GBR;D;D;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;29;12;4;7;2;0;0;HB;GBR;A;A;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;29;12;4;10;2;10;0;BB;PRT;D;D;No Deposit;No-Show;12/07/2015;
Resort Hotel;2015;July;29;12;2;5;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;12;1;0;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;13/07/2015;
Resort Hotel;2015;July;29;12;2;0;2;2;0;BB;BEL;G;G;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;29;12;2;0;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;29;12;2;0;2;0;0;BB;FRA;F;E;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;29;12;2;0;2;0;0;BB;ESP;A;B;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;29;12;2;0;2;0;0;BB;BEL;A;A;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;29;12;2;1;2;0;0;BB;ITA;D;D;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;12;2;1;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;12;2;1;2;0;0;HB;PRT;A;A;No Deposit;Canceled;22/06/2015;
Resort Hotel;2015;July;29;12;2;2;2;0;0;BB;FRA;A;D;No Deposit;Check-Out;16/07/2015;
Resort Hotel;2015;July;29;12;2;2;2;0;1;BB;FIN;E;E;No Deposit;Check-Out;16/07/2015;
Resort Hotel;2015;July;29;12;2;2;2;2;0;BB;CN;G;G;No Deposit;Check-Out;16/07/2015;
Resort Hotel;2015;July;29;12;2;3;2;0;0;BB;ESP;D;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;12;2;3;2;0;0;BB;PRT;F;F;No Deposit;No-Show;12/07/2015;
Resort Hotel;2015;July;29;12;2;3;2;2;0;BB;IRL;H;H;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;12;2;3;2;0;0;HB;ESP;D;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;13;2;5;2;0;0;BB;ESP;G;G;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;13;2;5;2;0;1;HB;PRT;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;13;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;13/05/2015;
Resort Hotel;2015;July;29;13;2;5;2;0;0;BB;GBR;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;13;1;1;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;13;1;1;2;0;0;BB;ESP;A;C;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;13;1;1;2;0;0;BB;AUS;A;C;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;13;1;1;2;0;0;BB;ESP;A;A;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;13;1;1;4;0;0;BB;PRT;L;H;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;13;1;4;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;29;13;1;4;2;0;0;BB;PRT;D;D;No Deposit;Canceled;01/06/2015;
Resort Hotel;2015;July;29;13;1;4;2;0;0;BB;ESP;D;D;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;29;13;1;4;3;0;0;HB;PRT;E;E;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;29;13;1;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;24/04/2015;
Resort Hotel;2015;July;29;13;1;5;2;0;0;HB;PRT;A;A;No Deposit;Canceled;12/05/2015;
Resort Hotel;2015;July;29;13;1;5;1;0;0;HB;PRT;D;C;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;13;1;5;2;0;0;BB;FRA;A;A;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;13;2;5;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;13;2;5;2;0;0;FB;PRT;D;D;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;13;2;5;2;1;0;HB;ESP;E;E;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;13;2;5;2;0;0;BB;PRT;A;A;No Deposit;Canceled;15/04/2015;
Resort Hotel;2015;July;29;13;1;0;2;0;0;BB;ROU;A;A;No Deposit;Check-Out;14/07/2015;
Resort Hotel;2015;July;29;13;1;3;2;0;0;HB;ESP;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;13;3;5;2;0;0;BB;FIN;A;A;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;29;13;3;6;2;0;0;BB;GBR;D;D;No Deposit;Check-Out;22/07/2015;
Resort Hotel;2015;July;29;14;0;1;2;0;0;BB;PRT;D;D;No Deposit;Canceled;03/07/2015;
Resort Hotel;2015;July;29;14;0;1;1;0;0;BB;PRT;A;A;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;14;0;1;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;14;0;2;2;0;0;BB;PRT;D;D;No Deposit;Check-Out;16/07/2015;
Resort Hotel;2015;July;29;14;0;4;2;0;0;BB;PRT;E;E;No Deposit;Canceled;27/05/2015;
Resort Hotel;2015;July;29;14;0;4;2;0;0;BB;ESP;A;C;No Deposit;Check-Out;18/07/2015;
Resort Hotel;2015;July;29;14;0;5;2;0;0;BB;POL;E;F;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;14;0;5;2;0;0;BB;PRT;A;A;No Deposit;Check-Out;19/07/2015;
Resort Hotel;2015;July;29;14;1;5;2;0;0;HB;PRT;A;A;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;14;1;5;2;1;0;HB;PRT;E;E;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;14;1;5;2;2;0;HB;PRT;H;G;No Deposit;Check-Out;20/07/2015;
Resort Hotel;2015;July;29;14;2;5;1;0;0;BB;PRT;A;A;No Deposit;Canceled;06/04/2015;
Resort Hotel;2015;July;29;14;2;5;2;0;0;HB;ESP;A;A;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;29;14;2;5;2;0;0;HB;ESP;A;A;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;29;14;2;7;2;0;0;BB;PRT;A;A;No Deposit;Canceled;11/04/2015;
Resort Hotel;2015;July;29;14;2;7;2;0;0;BB;PRT;A;A;No Deposit;Canceled;11/04/2015;
Resort Hotel;2015;July;29;14;2;7;2;0;0;BB;IRL;A;A;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;29;14;2;9;2;0;0;BB;IRL;A;B;No Deposit;Check-Out;25/07/2015;
Resort Hotel;2015;July;29;14;4;10;2;0;0;HB;SWE;D;D;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;29;14;4;10;2;0;0;HB;SWE;D;D;No Deposit;Check-Out;28/07/2015;
Resort Hotel;2015;July;29;14;4;11;3;0;0;BB;PRT;H;H;No Deposit;Check-Out;29/07/2015;
Resort Hotel;2015;July;29;14;0;1;1;0;0;BB;PRT;A;C;No Deposit;Check-Out;15/07/2015;
Resort Hotel;2015;July;29;15;0;3;2;0;0;HB;PRT;A;A;No Deposit;Canceled;03/07/2015;
Resort Hotel;2015;July;29;15;0;3;2;0;0;BB;PRT;D;D;No Deposit;Canceled;27/06/2015;
Resort Hotel;2015;July;29;15;2;4;2;0;0;HB;POL;D;D;No Deposit;Check-Out;21/07/2015;
Resort Hotel;2015;July;29;15;2;5;2;0;0;BB;PRT;D;D;No Deposit;Canceled;25/06/2015;
Resort Hotel;2015;July;29;15;2;6;2;2;0;BB;GBR;H;H;No Deposit;Check-Out;23/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;C;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;C;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;2;7;2;2;0;BB;GBR;G;G;No Deposit;Check-Out;24/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;1;0;0;FB;PRT;A;F;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;A;No Deposit;Canceled;13/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;C;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;3;0;0;FB;PRT;A;C;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;1;0;0;FB;PRT;A;E;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;D;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;3;0;0;FB;PRT;A;C;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;1;0;0;FB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
Resort Hotel;2015;July;29;15;0;2;2;0;0;FB;PRT;A;A;No Deposit;Check-Out;17/07/2015;
